cst_id,cst_firstname,cst_lastname,cst_gender,cst_city,cst_region,cst_email,cst_create_date
CUST101907,Carlo,Castillo,F,Davao City,Davao Region,customer1906@example.com,13/08/2021
CUST101908,Mark,Bautista,M,Davao City,Northern Mindanao,customer1907@example.com,08/06/2020
CUST101909,Juan,Navarro,M,Cebu City,Metro Manila,customer1908@example.com,25/01/2023
CUST101910,Ella,Castillo,male,Quezon City,Northern Mindanao,customer1909@example.com,11/09/2023
CUST101911,Maria,Santos,M,Quezon City,Northern Mindanao,customer1910@example.com,29/09/2021
CUST101912,Luis,Flores,Female,Cebu City,Davao Region,customer1911@example.com,08/02/2020
CUST101913,Juan,Navarro,F,Digos,Central Visayas,customer1912@example.com,25/01/2024
CUST101914,James,Gonzales,M,Digos,Western Visayas,customer1913@example.com,05/02/2021
CUST101915,Angela,Dela Cruz,Female,General Santos,Metro Manila,customer1914@example.com,14/11/2022
CUST101916,Liza,Garcia,F,Panabo,SOCCSKSARGEN,customer1915@example.com,05/04/2020
CUST101917,Carlo,Mendoza,M,General Santos,Western Visayas,customer1916@example.com,22/04/2020
CUST101918,Miguel,Cruz,female,Tagum,Western Visayas,customer1917@example.com,04/06/2024
CUST101919,Miguel,Navarro,M,Digos,Central Visayas,customer1918@example.com,25/04/2023
CUST101920,Liza,Aquino,F,Iloilo,Metro Manila,customer1919@example.com,10/01/2020
CUST101921,Paolo,Bautista,F,Manila,Metro Manila,customer1920@example.com,30/06/2020
CUST101922,Liza,Rivera,F,Tagum,Western Visayas,,05/06/2022
CUST101923,Patricia,Reyes,Female,Panabo,Metro Manila,customer1922@example.com,09/05/2023
CUST101924,Sofia,Garcia,M,Panabo,Central Visayas,customer1923@example.com,02/02/2022
CUST101925, Paolo ,Dela Cruz,female,Panabo,Davao Region,customer1924@example.com,19/04/2024
CUST101926,Ana,Garcia,Male,Cebu City,SOCCSKSARGEN,customer1925@example.com,20/03/2023
CUST101927,Paolo,Villanueva,female,Quezon City,Central Visayas,customer1926@example.com,10/01/2023
CUST101928,Ana,Cruz,male,Manila,Western Visayas,customer1927@example.com,05/06/2021
CUST101929,Mark,Santos,female,General Santos,Western Visayas,customer1928@example.com,12/05/2023
CUST101930,Marco,Villanueva,Male,Tagum,Davao Region,customer1929@example.com,21/04/2024
CUST101931,Maria,Rivera,F,Tagum,Metro Manila,customer1930@example.com,29/03/2020
CUST101932,Miguel,Garcia,F,Quezon City,Central Visayas,customer1931@example.com,14/08/2023
CUST101933,Patricia,Mendoza,Male,Cebu City,Northern Mindanao,customer1932@example.com,02/05/2024
CUST101934,Marco,Navarro,F,Cagayan de Oro,Northern Mindanao,customer1933@example.com,17/02/2022
CUST101935,Ana,Navarro,Female,Cagayan de Oro,Metro Manila,customer1934@example.com,10/10/2023
CUST101936,Mark,Rivera,M,Quezon City,Davao Region,customer1935@example.com,06/10/2021
CUST101937,Paolo,Torres,male,Quezon City,Metro Manila,customer1936@example.com,13/12/2020
CUST101938,Kevin,Santos,M,Davao City,SOCCSKSARGEN,customer1937@example.com,08/01/2024
CUST101939,Marco,Torres,female,Digos,Davao Region,customer1938@example.com,14/07/2021
CUST101940,John,Navarro,M,Davao City,Davao Region,customer1939@example.com,24/09/2023
CUST101941,Mark,Navarro,M,Digos,Davao Region,customer1940@example.com,21/07/2021
CUST101942,Carlo,Navarro,male,Cebu City,Western Visayas,customer1941@example.com,19/12/2021
CUST101943,Luis,Gonzales,male,Panabo,SOCCSKSARGEN,customer1942@example.com,18/05/2023
CUST101944,Juan,Bautista,Female,Tagum,SOCCSKSARGEN,customer1943@example.com,06/09/2021
CUST101945,Paolo,Dela Cruz,,General Santos,Davao Region,customer1944@example.com,25/12/2023
CUST101946,Ana,Mendoza,M,Cagayan de Oro,Central Visayas,customer1945@example.com,10/03/2020
CUST101947,Mark,Aquino,male,Manila,Davao Region,customer1946@example.com,22/01/2020
CUST101948,Ella,Torres,F,Davao City,Central Visayas,customer1947@example.com,27/05/2020
CUST101949,Juan,Torres,F,Panabo,Northern Mindanao,customer1948@example.com,06/04/2021
CUST101950,Angela,Cruz,F,Manila,Metro Manila,customer1949@example.com,07/04/2020
CUST101951,Ella,Dela Cruz,M,Cebu City,SOCCSKSARGEN,customer1950@example.com,16/11/2021
CUST101952,Nicole,Castillo,F,Quezon City,Western Visayas,customer1951@example.com,13/02/2020
CUST101953,Maria,Villanueva,Female,Quezon City,Davao Region,customer1952@example.com,23/09/2023
CUST101954,Miguel,Bautista,M,Quezon City,Northern Mindanao,customer1953@example.com,02/10/2020
CUST101955,Marco,Dela Cruz,female,Cagayan de Oro,Northern Mindanao,customer1954@example.com,15/10/2024
CUST101956,Sofia,Cruz,F,Iloilo,Northern Mindanao,customer1955@example.com,22/03/2024
CUST101957,Liza,Cruz,M,General Santos,Central Visayas,customer1956@example.com,03/06/2023
CUST101958,Liza,Torres,Male,Iloilo,Metro Manila,customer1957@example.com,07/12/2023
CUST101959,Daniel,Navarro,M,Digos,Western Visayas,customer1958@example.com,26/10/2023
CUST101960,Mark,Gonzales,M,General Santos,SOCCSKSARGEN,customer1959@example.com,02/03/2024
CUST101961,Patricia,Gonzales,Male,Cebu City,Western Visayas,customer1960@example.com,26/09/2022
CUST101962,Marco,Santos,M,Digos,Northern Mindanao,customer1961@example.com,27/01/2023
CUST101963,Ana,Castillo,M,Tagum,Northern Mindanao,customer1962@example.com,24/04/2022
CUST101964,Patricia,Dela Cruz,Female,Quezon City,Central Visayas,customer1963@example.com,28/01/2023
CUST101965,Patricia,Garcia,M,General Santos,Western Visayas,customer1964@example.com,17/11/2021
CUST101966,Grace,Navarro,male,Iloilo,SOCCSKSARGEN,,11/08/2020
CUST101967,Paolo,Santos,Female,Digos,Central Visayas,customer1966@example.com,03/08/2024
CUST101968,Miguel,Mendoza,M,Iloilo,Northern Mindanao,customer1967@example.com,12/06/2023
CUST101969, Patricia ,Navarro,F,Cebu City,Davao Region,customer1968@example.com,22/06/2023
CUST101970,Mark,Dela Cruz,M,Manila,Davao Region,customer1969@example.com,19/05/2021
CUST101971,Patricia,Ramos,Male,Manila,Metro Manila,customer1970@example.com,19/10/2023
CUST101972,Ella,Flores,M,Panabo,Metro Manila,customer1971@example.com,23/07/2022
CUST101973,Daniel,Bautista,female,Quezon City,Metro Manila,customer1972@example.com,17/05/2020
CUST101974,Angela,Cruz,M,Iloilo,Davao Region,customer1973@example.com,14/09/2024
CUST101975,Kevin,Santos,Male,Cebu City,Central Visayas,customer1974@example.com,20/11/2024
CUST101976,Maria,Navarro,M,Iloilo,Northern Mindanao,customer1975@example.com,16/04/2024
CUST101977,Ella,Dela Cruz,M,Quezon City,Central Visayas,customer1976@example.com,04/05/2022
CUST101978,Angela,Castillo,F,Cebu City,Metro Manila,customer1977@example.com,23/02/2021
CUST101979,Maria,Reyes,F,General Santos,Northern Mindanao,customer1978@example.com,20/01/2020
CUST101980,James,Ramos,,Quezon City,Metro Manila,customer1979@example.com,18/08/2023
CUST101981,Daniel,Rivera,M,Tagum,Northern Mindanao,customer1980@example.com,22/05/2024
CUST101982,Nicole,Reyes,M,Cagayan de Oro,Metro Manila,customer1981@example.com,06/07/2020
CUST101983,Maria,Dela Cruz,F,Quezon City,Central Visayas,customer1982@example.com,16/05/2023
CUST101984,James,Villanueva,F,Iloilo,Central Visayas,customer1983@example.com,18/02/2020
CUST101985,Nicole,Navarro,female,Panabo,Davao Region,customer1984@example.com,29/10/2023
CUST101986,James,Cruz,female,Davao City,Metro Manila,customer1985@example.com,20/02/2020
CUST101987,Patricia,Garcia,female,Digos,SOCCSKSARGEN,customer1986@example.com,21/10/2024
CUST101988,John,Bautista,M,Quezon City,Metro Manila,customer1987@example.com,02/11/2020
CUST101989,John,Villanueva,F,Cagayan de Oro,Western Visayas,customer1988@example.com,21/12/2021
CUST101990,Ella,Mendoza,Female,Davao City,Western Visayas,customer1989@example.com,04/06/2023
CUST101991,Liza,Flores,F,Tagum,Davao Region,customer1990@example.com,03/03/2024
CUST101992,Sofia,Bautista,Male,Digos,Western Visayas,customer1991@example.com,15/10/2021
CUST101993,Carlo,Cruz,M,Digos,Northern Mindanao,customer1992@example.com,30/10/2024
CUST101994,Nicole,Garcia,F,Tagum,Metro Manila,customer1993@example.com,29/01/2020
CUST101995,James,Bautista,male,General Santos,SOCCSKSARGEN,customer1994@example.com,28/04/2022
CUST101996,Juan,Cruz,M,General Santos,SOCCSKSARGEN,customer1995@example.com,13/11/2024
CUST101997,Kevin,Bautista,,Tagum,Central Visayas,customer1996@example.com,08/05/2021
CUST101998,Marco,Flores,F,Panabo,SOCCSKSARGEN,customer1997@example.com,18/08/2022
CUST101999,Carlo,Rivera,M,Cebu City,Metro Manila,customer1998@example.com,11/03/2022
CUST102000,Carlo,Santos,M,Iloilo,Davao Region,customer1999@example.com,09/12/2021
CUST102001,Luis,Rivera,M,Iloilo,Northern Mindanao,customer2000@example.com,13/10/2023
CUST102002,Maria,Garcia,F,Cagayan de Oro,SOCCSKSARGEN,customer2001@example.com,22/07/2022
CUST102003,Paolo,Santos,M,Davao City,SOCCSKSARGEN,customer2002@example.com,08/07/2023
CUST102004,Miguel,Castillo,Male,Quezon City,SOCCSKSARGEN,customer2003@example.com,24/07/2022
CUST102005,James,Navarro,male,Iloilo,Central Visayas,customer2004@example.com,30/11/2024
CUST102006,Ana,Villanueva,F,Panabo,Northern Mindanao,customer2005@example.com,26/04/2022
CUST102007,Sofia,Reyes,M,General Santos,Western Visayas,customer2006@example.com,03/12/2023
CUST102008,Mark,Reyes,F,Davao City,Davao Region,customer2007@example.com,08/01/2023
CUST102009,James,Ramos,Female,Quezon City,SOCCSKSARGEN,customer2008@example.com,13/12/2023
CUST102010,Nicole,Gonzales,F,Manila,Metro Manila,customer2009@example.com,13/05/2024
CUST102011,Miguel,Torres,M,Davao City,Metro Manila,customer2010@example.com,11/02/2021
CUST102012,Paolo,Bautista,F,Manila,Central Visayas,customer2011@example.com,27/06/2021
CUST102013,Mark,Gonzales,F,General Santos,SOCCSKSARGEN,customer2012@example.com,26/06/2021
CUST102014,Ella,Villanueva,F,Cagayan de Oro,Western Visayas,customer2013@example.com,26/05/2022
CUST102015,Nicole,Navarro,M,Panabo,Davao Region,customer2014@example.com,04/06/2022
CUST102016,Angela,Castillo,,Quezon City,Metro Manila,customer2015@example.com,07/01/2020
CUST102017,Sofia,Navarro,M,General Santos,SOCCSKSARGEN,customer2016@example.com,30/05/2024
CUST102018,Grace,Aquino,M,Quezon City,Davao Region,customer2017@example.com,27/03/2024
CUST102019,Grace,Ramos,M,Tagum,Western Visayas,customer2018@example.com,17/12/2022
CUST102020,Miguel,Navarro,F,Cagayan de Oro,Northern Mindanao,customer2019@example.com,04/07/2021
CUST102021,Angela,Torres,F,Digos,Metro Manila,customer2020@example.com,27/01/2024
CUST102022,Daniel,Aquino,M,Iloilo,SOCCSKSARGEN,customer2021@example.com,03/05/2021
CUST102023,Daniel,Bautista,F,Cagayan de Oro,Central Visayas,customer2022@example.com,04/07/2021
CUST102024,Kevin,Gonzales,Male,Manila,Davao Region,customer2023@example.com,30/11/2024
CUST102025,Maria,Ramos,M,Davao City,Davao Region,customer2024@example.com,21/07/2024
CUST102026,Miguel,Reyes,female,Cebu City,Western Visayas,customer2025@example.com,17/11/2022
CUST102027,Nicole,Ramos,F,Tagum,SOCCSKSARGEN,customer2026@example.com,31/10/2020
CUST102028,Marco,Mendoza,M,Digos,Northern Mindanao,customer2027@example.com,09/08/2020
CUST102029,Liza,Santos,female,Panabo,SOCCSKSARGEN,customer2028@example.com,01/10/2024
CUST102030,Angela,Reyes,male,Davao City,Central Visayas,customer2029@example.com,22/04/2021
CUST102031,Kevin,Ramos,F,Cagayan de Oro,Davao Region,customer2030@example.com,11/05/2023
CUST102032,Mark,Rivera,male,Panabo,Metro Manila,customer2031@example.com,27/09/2021
CUST102033,Maria,Navarro,F,Cagayan de Oro,SOCCSKSARGEN,customer2032@example.com,12/06/2022
CUST102034,Daniel,Flores,F,Manila,Northern Mindanao,customer2033@example.com,09/11/2024
CUST102035,Marco,Reyes,male,Tagum,SOCCSKSARGEN,customer2034@example.com,03/12/2022
CUST102036,Patricia,Aquino,Female,Manila,Metro Manila,customer2035@example.com,14/02/2022
CUST102037,Kevin,Santos,M,Panabo,Central Visayas,customer2036@example.com,18/01/2022
CUST102038,Juan,Villanueva,Male,Digos,Western Visayas,customer2037@example.com,18/02/2021
CUST102039,Marco,Villanueva,F,Cagayan de Oro,Central Visayas,customer2038@example.com,28/09/2022
CUST102040,Sofia,Rivera,M,Cebu City,Davao Region,customer2039@example.com,22/10/2022
CUST102041,Carlo,Dela Cruz,,Cebu City,SOCCSKSARGEN,customer2040@example.com,20/06/2020
CUST102042,Luis,Cruz,F,Tagum,Central Visayas,customer2041@example.com,29/12/2021
CUST102043,Grace,Dela Cruz,F,Cagayan de Oro,Metro Manila,,06/03/2023
CUST102044,Grace,Bautista,F,Panabo,Western Visayas,customer2043@example.com,08/04/2020
CUST102045,Carlo,Garcia,F,Panabo,Davao Region,customer2044@example.com,23/10/2024
CUST102046,Marco,Gonzales,M,Iloilo,Western Visayas,customer2045@example.com,29/03/2024
CUST102047,Miguel,Cruz,,Tagum,Central Visayas,customer2046@example.com,20/02/2023
CUST102048,Liza,Santos,Male,General Santos,Metro Manila,customer2047@example.com,29/01/2020
CUST102049,James,Garcia,Male,General Santos,Central Visayas,customer2048@example.com,21/07/2022
CUST102050,Daniel,Bautista,F,Panabo,Western Visayas,customer2049@example.com,05/06/2024
CUST102051,Mark,Ramos,M,Manila,Northern Mindanao,customer2050@example.com,10/02/2020
CUST102052,Angela,Mendoza,M,General Santos,Davao Region,customer2051@example.com,26/11/2023
CUST102053,Paolo,Aquino,F,Manila,Central Visayas,customer2052@example.com,19/02/2024
CUST102054,Ella,Aquino,M,Digos,Davao Region,customer2053@example.com,16/05/2020
CUST102055,Grace,Navarro,Male,Quezon City,Northern Mindanao,customer2054@example.com,18/02/2021
CUST102056,Paolo,Navarro,male,Manila,Metro Manila,customer2055@example.com,26/07/2023
CUST102057,Grace,Reyes,F,Digos,Western Visayas,customer2056@example.com,28/06/2024
CUST102058,Grace,Dela Cruz,F,Iloilo,Western Visayas,customer2057@example.com,19/10/2023
CUST102059,Paolo,Navarro,Male,Quezon City,Northern Mindanao,customer2058@example.com,04/08/2022
CUST102060,Sofia,Cruz,M,Cagayan de Oro,Western Visayas,customer2059@example.com,20/12/2022
CUST102061,Luis,Flores,female,Davao City,Central Visayas,customer2060@example.com,02/08/2022
CUST102062,Kevin,Reyes,F,Cagayan de Oro,Northern Mindanao,customer2061@example.com,05/11/2022
CUST102063,Ana,Bautista,M,Cebu City,Western Visayas,customer2062@example.com,18/10/2023
CUST102064,Grace,Reyes,M,Digos,Metro Manila,customer2063@example.com,30/03/2020
CUST102065,Kevin,Reyes,female,Tagum,Central Visayas,customer2064@example.com,12/01/2021
CUST102066,Liza,Aquino,M,Cagayan de Oro,Metro Manila,customer2065@example.com,17/04/2020
CUST102067,Grace,Garcia,Male,Quezon City,Western Visayas,customer2066@example.com,04/12/2023
CUST102068,Ella,Mendoza,M,Digos,Northern Mindanao,,02/08/2023
CUST102069,Angela,Mendoza,M,General Santos,Davao Region,customer2068@example.com,05/04/2020
CUST102070,Sofia,Garcia,male,Davao City,Metro Manila,customer2069@example.com,09/07/2020
CUST102071,Mark,Bautista,M,Manila,Davao Region,customer2070@example.com,21/04/2021
CUST102072,Nicole,Castillo,M,Quezon City,Metro Manila,customer2071@example.com,11/03/2021
CUST102073,Sofia,Garcia,F,Manila,Central Visayas,customer2072@example.com,23/07/2022
CUST102074,Angela,Aquino,male,General Santos,Northern Mindanao,customer2073@example.com,16/06/2022
CUST102075,Daniel,Castillo,F,Davao City,Metro Manila,customer2074@example.com,05/10/2021
CUST102076,Sofia,Navarro,M,General Santos,Central Visayas,customer2075@example.com,22/10/2020
CUST102077,Miguel,Ramos,,Iloilo,Central Visayas,customer2076@example.com,14/03/2023
CUST102078,Sofia,Gonzales,Male,Davao City,Northern Mindanao,customer2077@example.com,22/11/2023
CUST102079,Carlo,Flores,male,Panabo,Western Visayas,customer2078@example.com,26/02/2023
CUST102080,Ana,Torres,Female,Quezon City,SOCCSKSARGEN,customer2079@example.com,24/12/2023
CUST102081,Patricia,Navarro,Male,Cagayan de Oro,Metro Manila,customer2080@example.com,03/07/2024
CUST102082,Maria,Villanueva,F,Tagum,Northern Mindanao,customer2081@example.com,24/02/2024
CUST102083,Angela,Castillo,F,Davao City,SOCCSKSARGEN,,18/03/2023
CUST102084,Daniel,Reyes,Female,General Santos,Davao Region,customer2083@example.com,30/03/2020
CUST102085,Ana,Flores,Female,Cagayan de Oro,Northern Mindanao,customer2084@example.com,25/08/2021
CUST102086,Daniel,Castillo,female,Quezon City,Davao Region,customer2085@example.com,09/02/2022
CUST102087,Grace,Garcia,F,Quezon City,SOCCSKSARGEN,customer2086@example.com,06/07/2023
CUST102088,Daniel,Rivera,M,General Santos,Davao Region,customer2087@example.com,04/03/2024
CUST102089,Angela,Bautista,F,General Santos,Metro Manila,customer2088@example.com,26/02/2023
CUST102090,Juan,Villanueva,Male,Iloilo,Northern Mindanao,customer2089@example.com,15/10/2021
CUST102091,Luis,Reyes,F,Manila,Northern Mindanao,customer2090@example.com,18/11/2023
CUST102092,Angela,Ramos,Female,Panabo,Metro Manila,customer2091@example.com,06/06/2023
CUST102093,Patricia,Navarro,F,Cebu City,Western Visayas,customer2092@example.com,07/12/2023
CUST102094, Mark ,Aquino,M,Manila,Davao Region,customer2093@example.com,26/11/2022
CUST102095,Mark,Villanueva,F,Panabo,Davao Region,customer2094@example.com,10/03/2023
CUST102096,James,Mendoza,Male,Iloilo,Northern Mindanao,customer2095@example.com,16/09/2021
CUST102097,Ella,Navarro,female,Panabo,SOCCSKSARGEN,customer2096@example.com,20/12/2021
CUST102098,Luis,Aquino,F,Cagayan de Oro,Davao Region,customer2097@example.com,12/05/2021
CUST102099,James,Bautista,F,General Santos,Northern Mindanao,customer2098@example.com,07/04/2021
CUST102100,John,Bautista,F,Cebu City,Central Visayas,customer2099@example.com,20/03/2023
CUST102101,Ella,Mendoza,F,Iloilo,Northern Mindanao,customer2100@example.com,21/11/2021
CUST102102,Daniel,Rivera,M,Digos,Davao Region,customer2101@example.com,28/08/2020
CUST102103,Mark,Santos,female,Digos,Metro Manila,customer2102@example.com,04/03/2020
CUST102104, Ana ,Flores,female,Manila,Metro Manila,customer2103@example.com,28/03/2024
CUST102105,Luis,Ramos,F,Iloilo,Northern Mindanao,customer2104@example.com,22/02/2022
CUST102106,Carlo,Santos,F,Iloilo,Western Visayas,customer2105@example.com,03/11/2022
CUST102107,James,Flores,M,Manila,Davao Region,customer2106@example.com,16/06/2024
CUST102108,Ana,Ramos,F,Manila,Western Visayas,customer2107@example.com,19/07/2020
CUST102109,Carlo,Ramos,F,Manila,Northern Mindanao,customer2108@example.com,14/08/2024
CUST102110,Carlo,Reyes,Female,Iloilo,Northern Mindanao,customer2109@example.com,20/06/2023
CUST102111,Carlo,Dela Cruz,M,Davao City,Northern Mindanao,customer2110@example.com,26/02/2023
CUST102112,Daniel,Garcia,Female,Cagayan de Oro,SOCCSKSARGEN,customer2111@example.com,15/02/2022
CUST102113,Ella,Aquino,M,Davao City,Metro Manila,customer2112@example.com,25/06/2023
CUST102114,Ella,Mendoza,Male,Cagayan de Oro,Western Visayas,customer2113@example.com,02/01/2021
CUST102115,Grace,Ramos,Male,Digos,Northern Mindanao,customer2114@example.com,27/06/2021
CUST102116,John,Castillo,M,Digos,Davao Region,customer2115@example.com,25/09/2024
CUST102117,Marco,Bautista,F,Quezon City,Davao Region,customer2116@example.com,11/05/2021
CUST102118,Liza,Cruz,male,Manila,Central Visayas,customer2117@example.com,19/07/2023
CUST102119,Liza,Gonzales,Male,Cagayan de Oro,Northern Mindanao,,01/08/2024
CUST102120,Grace,Cruz,M,Quezon City,Western Visayas,customer2119@example.com,03/12/2022
CUST102121,James,Santos,F,Davao City,Western Visayas,customer2120@example.com,19/06/2021
CUST102122,Marco,Santos,F,Cebu City,Northern Mindanao,customer2121@example.com,07/03/2024
CUST102123,Kevin,Garcia,Male,Tagum,Central Visayas,customer2122@example.com,27/01/2024
CUST102124,Nicole,Villanueva,Male,Panabo,Central Visayas,customer2123@example.com,05/09/2022
CUST102125,Grace,Garcia,M,Tagum,Western Visayas,customer2124@example.com,25/07/2020
CUST102126,Carlo,Castillo,Male,Cagayan de Oro,Metro Manila,customer2125@example.com,05/03/2022
CUST102127,Angela,Torres,Female,Cebu City,Metro Manila,customer2126@example.com,15/02/2022
CUST102128,Nicole,Santos,Female,Manila,Davao Region,customer2127@example.com,07/12/2020
CUST102129,Maria,Flores,M,General Santos,Central Visayas,customer2128@example.com,24/12/2021
CUST102130,Angela,Santos,F,Iloilo,SOCCSKSARGEN,customer2129@example.com,03/10/2020
CUST102131,Grace,Flores,F,Digos,Central Visayas,customer2130@example.com,31/05/2023
CUST102132,Marco,Navarro,M,Tagum,Northern Mindanao,customer2131@example.com,16/02/2022
CUST102133,Liza,Navarro,F,Davao City,Northern Mindanao,customer2132@example.com,07/08/2023
CUST102134,Paolo,Dela Cruz,M,Tagum,Davao Region,customer2133@example.com,31/03/2022
CUST102135,Sofia,Bautista,M,General Santos,Western Visayas,customer2134@example.com,08/07/2023
CUST102136,Daniel,Ramos,Male,General Santos,Davao Region,customer2135@example.com,12/08/2023
CUST102137,Liza,Dela Cruz,M,Quezon City,Metro Manila,customer2136@example.com,15/10/2020
CUST102138,Juan,Torres,Female,Tagum,Central Visayas,customer2137@example.com,06/03/2022
CUST102139,Liza,Reyes,M,Panabo,Davao Region,,11/09/2023
CUST102140,Sofia,Gonzales,F,Iloilo,SOCCSKSARGEN,customer2139@example.com,03/12/2022
CUST102141,Grace,Bautista,F,Davao City,Western Visayas,customer2140@example.com,02/02/2021
CUST102142,Luis,Dela Cruz,Female,General Santos,Western Visayas,customer2141@example.com,07/02/2024
CUST102143,Marco,Aquino,Female,Tagum,SOCCSKSARGEN,customer2142@example.com,25/12/2020
CUST102144,Nicole,Aquino,F,Cagayan de Oro,SOCCSKSARGEN,customer2143@example.com,23/11/2024
CUST102145,Paolo,Ramos,Male,Iloilo,Western Visayas,customer2144@example.com,26/06/2023
CUST102146,Sofia,Santos,M,Panabo,Metro Manila,customer2145@example.com,03/08/2021
CUST102147,Mark,Gonzales,F,Digos,Western Visayas,customer2146@example.com,16/12/2020
CUST102148,Ella,Rivera,M,General Santos,Central Visayas,customer2147@example.com,11/06/2024
CUST102149,Patricia,Rivera,F,Manila,Northern Mindanao,customer2148@example.com,31/07/2022
CUST102150,Luis,Rivera,M,Iloilo,Central Visayas,customer2149@example.com,21/12/2023
CUST102151,Angela,Gonzales,female,Davao City,Central Visayas,customer2150@example.com,06/02/2024
CUST102152, Angela ,Castillo,F,General Santos,Davao Region,customer2151@example.com,02/05/2020
CUST102153,Luis,Santos,F,Manila,SOCCSKSARGEN,customer2152@example.com,15/05/2023
CUST102154,Liza,Flores,F,Davao City,SOCCSKSARGEN,customer2153@example.com,24/08/2021
CUST102155,Grace,Garcia,M,Quezon City,Central Visayas,customer2154@example.com,21/06/2024
CUST102156,Miguel,Garcia,M,Panabo,Central Visayas,customer2155@example.com,29/01/2021
CUST102157,Sofia,Villanueva,female,Cagayan de Oro,SOCCSKSARGEN,customer2156@example.com,01/03/2020
CUST102158,Nicole,Villanueva,Female,Iloilo,Central Visayas,customer2157@example.com,10/04/2023
CUST102159,Patricia,Navarro,M,Cebu City,Western Visayas,customer2158@example.com,20/09/2022
CUST102160,Angela,Castillo,Female,Iloilo,Metro Manila,customer2159@example.com,26/09/2022
CUST102161,Patricia,Cruz,F,Cebu City,Northern Mindanao,customer2160@example.com,18/04/2021
CUST102162,John,Garcia,M,Panabo,Western Visayas,customer2161@example.com,09/06/2022
CUST102163,Sofia,Villanueva,F,Cebu City,Northern Mindanao,customer2162@example.com,01/10/2024
CUST102164,Ella,Flores,M,Cebu City,Northern Mindanao,customer2163@example.com,06/10/2023
CUST102165,Marco,Navarro,M,Digos,Western Visayas,customer2164@example.com,07/11/2024
CUST102166,Ella,Flores,Male,Davao City,Western Visayas,customer2165@example.com,22/08/2021
CUST102167,Angela,Garcia,M,Cebu City,SOCCSKSARGEN,customer2166@example.com,15/04/2024
CUST102168,Patricia,Villanueva,female,Cagayan de Oro,Western Visayas,customer2167@example.com,19/11/2021
CUST102169,Ella,Bautista,Male,Manila,Davao Region,customer2168@example.com,11/08/2024
CUST102170,Marco,Aquino,male,Tagum,SOCCSKSARGEN,customer2169@example.com,07/04/2024
CUST102171,Juan,Mendoza,Male,Cagayan de Oro,Central Visayas,customer2170@example.com,23/10/2020
CUST102172,Grace,Aquino,male,Quezon City,Davao Region,customer2171@example.com,15/10/2024
CUST102173,Marco,Rivera,F,Quezon City,Metro Manila,customer2172@example.com,29/12/2022
CUST102174,James,Aquino,F,Iloilo,Northern Mindanao,customer2173@example.com,29/10/2023
CUST102175,John,Flores,F,Panabo,Central Visayas,customer2174@example.com,08/11/2022
CUST102176,James,Dela Cruz,female,Tagum,Central Visayas,customer2175@example.com,25/01/2021
CUST102177,Ana,Navarro,M,Cagayan de Oro,Davao Region,customer2176@example.com,07/11/2024
CUST102178,Miguel,Mendoza,F,General Santos,SOCCSKSARGEN,customer2177@example.com,21/07/2020
CUST102179,Nicole,Ramos,Female,Panabo,Metro Manila,customer2178@example.com,27/12/2023
CUST102180,Miguel,Santos,F,Tagum,SOCCSKSARGEN,customer2179@example.com,11/01/2021
CUST102181, Daniel ,Garcia,male,Tagum,Central Visayas,customer2180@example.com,15/11/2023
CUST102182,John,Bautista,F,Digos,Metro Manila,customer2181@example.com,30/01/2022
CUST102183,Nicole,Torres,M,Manila,Western Visayas,customer2182@example.com,01/03/2021
CUST102184,Nicole,Torres,F,Davao City,Northern Mindanao,customer2183@example.com,02/03/2021
CUST102185,Nicole,Navarro,F,Tagum,SOCCSKSARGEN,customer2184@example.com,29/07/2021
CUST102186,Carlo,Flores,M,Panabo,Northern Mindanao,customer2185@example.com,09/06/2024
CUST102187,Angela,Bautista,M,Quezon City,SOCCSKSARGEN,customer2186@example.com,16/10/2023
CUST102188,Carlo,Garcia,M,Iloilo,Metro Manila,customer2187@example.com,22/04/2023
CUST102189,Miguel,Bautista,Female,General Santos,Metro Manila,customer2188@example.com,07/02/2023
CUST102190,Kevin,Garcia,female,Davao City,Northern Mindanao,customer2189@example.com,20/01/2022
CUST102191,Paolo,Mendoza,F,Davao City,Metro Manila,customer2190@example.com,10/06/2024
CUST102192,Sofia,Ramos,M,Quezon City,Metro Manila,customer2191@example.com,07/05/2021
CUST102193,Carlo,Gonzales,F,General Santos,SOCCSKSARGEN,customer2192@example.com,24/08/2024
CUST102194,John,Garcia,male,Davao City,SOCCSKSARGEN,customer2193@example.com,16/11/2021
CUST102195, Daniel ,Ramos,Female,Quezon City,Central Visayas,customer2194@example.com,06/09/2021
CUST102196,Patricia,Reyes,M,Cagayan de Oro,Central Visayas,customer2195@example.com,06/05/2022
CUST102197,Carlo,Reyes,M,Digos,Central Visayas,customer2196@example.com,09/09/2023
CUST102198,Luis,Bautista,female,General Santos,Central Visayas,customer2197@example.com,08/07/2023
CUST102199,Kevin,Castillo,male,Panabo,Davao Region,customer2198@example.com,12/10/2023
CUST102200,Mark,Torres,M,Iloilo,Davao Region,customer2199@example.com,09/06/2020
CUST102201,Paolo,Ramos,male,Manila,Western Visayas,customer2200@example.com,16/10/2020
CUST102202,Juan,Torres,M,Tagum,Northern Mindanao,customer2201@example.com,07/03/2024
CUST102203,Juan,Dela Cruz,M,Manila,Central Visayas,customer2202@example.com,31/10/2024
